"latitude","longitude","localidad"
11.895,-66.646,"Los Roques"
11.883,-66.646,"Los Roques"
11.87,-66.646,"Los Roques"
11.857,-66.646,"Los Roques"
11.844,-66.646,"Los Roques"
11.832,-66.646,"Los Roques"
11.819,-66.646,"Los Roques"
11.806,-66.646,"Los Roques"
11.793,-66.646,"Los Roques"
11.781,-66.646,"Los Roques"
11.768,-66.646,"Los Roques"
11.755,-66.646,"Los Roques"
11.946,-66.633,"Los Roques"
11.934,-66.633,"Los Roques"
11.921,-66.633,"Los Roques"
11.908,-66.633,"Los Roques"
11.895,-66.633,"Los Roques"
11.883,-66.633,"Los Roques"
11.87,-66.633,"Los Roques"
11.857,-66.633,"Los Roques"
11.844,-66.633,"Los Roques"
11.832,-66.633,"Los Roques"
11.819,-66.633,"Los Roques"
11.806,-66.633,"Los Roques"
11.793,-66.633,"Los Roques"
11.781,-66.633,"Los Roques"
11.768,-66.633,"Los Roques"
11.755,-66.633,"Los Roques"
11.921,-66.621,"Los Roques"
11.908,-66.621,"Los Roques"
11.895,-66.621,"Los Roques"
11.883,-66.621,"Los Roques"
11.87,-66.621,"Los Roques"
11.857,-66.621,"Los Roques"
11.844,-66.621,"Los Roques"
11.832,-66.621,"Los Roques"
11.819,-66.621,"Los Roques"
11.806,-66.621,"Los Roques"
11.793,-66.621,"Los Roques"
11.781,-66.621,"Los Roques"
11.768,-66.621,"Los Roques"
11.755,-66.621,"Los Roques"
11.908,-66.608,"Los Roques"
11.895,-66.608,"Los Roques"
11.883,-66.608,"Los Roques"
11.87,-66.608,"Los Roques"
11.857,-66.608,"Los Roques"
11.844,-66.608,"Los Roques"
11.832,-66.608,"Los Roques"
11.819,-66.608,"Los Roques"
11.806,-66.608,"Los Roques"
11.793,-66.608,"Los Roques"
11.781,-66.608,"Los Roques"
11.768,-66.608,"Los Roques"
11.755,-66.608,"Los Roques"
11.883,-66.595,"Los Roques"
11.87,-66.595,"Los Roques"
11.857,-66.595,"Los Roques"
11.844,-66.595,"Los Roques"
11.832,-66.595,"Los Roques"
11.819,-66.595,"Los Roques"
11.806,-66.595,"Los Roques"
11.793,-66.595,"Los Roques"
11.781,-66.595,"Los Roques"
11.768,-66.595,"Los Roques"
11.755,-66.595,"Los Roques"
11.857,-66.583,"Los Roques"
11.844,-66.583,"Los Roques"
11.832,-66.583,"Los Roques"
11.819,-66.583,"Los Roques"
11.806,-66.583,"Los Roques"
11.793,-66.583,"Los Roques"
11.781,-66.583,"Los Roques"
11.768,-66.583,"Los Roques"
11.883,-66.201,"La Orchila"
11.87,-66.201,"La Orchila"
11.857,-66.201,"La Orchila"
11.844,-66.201,"La Orchila"
11.832,-66.201,"La Orchila"
11.819,-66.201,"La Orchila"
11.806,-66.201,"La Orchila"
11.793,-66.201,"La Orchila"
11.781,-66.201,"La Orchila"
11.768,-66.201,"La Orchila"
11.883,-66.189,"La Orchila"
11.87,-66.189,"La Orchila"
11.857,-66.189,"La Orchila"
11.844,-66.189,"La Orchila"
11.832,-66.189,"La Orchila"
11.819,-66.189,"La Orchila"
11.806,-66.189,"La Orchila"
11.793,-66.189,"La Orchila"
11.781,-66.189,"La Orchila"
11.768,-66.189,"La Orchila"
11.883,-66.176,"La Orchila"
11.87,-66.176,"La Orchila"
11.857,-66.176,"La Orchila"
11.844,-66.176,"La Orchila"
11.832,-66.176,"La Orchila"
11.819,-66.176,"La Orchila"
11.806,-66.176,"La Orchila"
11.793,-66.176,"La Orchila"
11.781,-66.176,"La Orchila"
11.768,-66.176,"La Orchila"
11.883,-66.163,"La Orchila"
11.87,-66.163,"La Orchila"
11.857,-66.163,"La Orchila"
11.844,-66.163,"La Orchila"
11.832,-66.163,"La Orchila"
11.819,-66.163,"La Orchila"
11.806,-66.163,"La Orchila"
11.793,-66.163,"La Orchila"
11.781,-66.163,"La Orchila"
11.768,-66.163,"La Orchila"
11.883,-66.151,"La Orchila"
11.87,-66.151,"La Orchila"
11.857,-66.151,"La Orchila"
11.844,-66.151,"La Orchila"
11.832,-66.151,"La Orchila"
11.819,-66.151,"La Orchila"
11.806,-66.151,"La Orchila"
11.793,-66.151,"La Orchila"
11.781,-66.151,"La Orchila"
11.768,-66.151,"La Orchila"
11.883,-66.138,"La Orchila"
11.87,-66.138,"La Orchila"
11.857,-66.138,"La Orchila"
11.844,-66.138,"La Orchila"
11.832,-66.138,"La Orchila"
11.819,-66.138,"La Orchila"
11.806,-66.138,"La Orchila"
11.793,-66.138,"La Orchila"
11.781,-66.138,"La Orchila"
11.768,-66.138,"La Orchila"
11.883,-66.125,"La Orchila"
11.87,-66.125,"La Orchila"
11.857,-66.125,"La Orchila"
11.844,-66.125,"La Orchila"
11.832,-66.125,"La Orchila"
11.819,-66.125,"La Orchila"
11.806,-66.125,"La Orchila"
11.793,-66.125,"La Orchila"
11.781,-66.125,"La Orchila"
11.768,-66.125,"La Orchila"
11.883,-66.112,"La Orchila"
11.87,-66.112,"La Orchila"
11.857,-66.112,"La Orchila"
11.844,-66.112,"La Orchila"
11.832,-66.112,"La Orchila"
11.819,-66.112,"La Orchila"
11.806,-66.112,"La Orchila"
11.793,-66.112,"La Orchila"
11.781,-66.112,"La Orchila"
11.768,-66.112,"La Orchila"
11.883,-66.1,"La Orchila"
11.87,-66.1,"La Orchila"
11.857,-66.1,"La Orchila"
11.844,-66.1,"La Orchila"
11.832,-66.1,"La Orchila"
11.819,-66.1,"La Orchila"
11.806,-66.1,"La Orchila"
11.793,-66.1,"La Orchila"
11.781,-66.1,"La Orchila"
11.768,-66.1,"La Orchila"
11.883,-66.087,"La Orchila"
11.87,-66.087,"La Orchila"
11.857,-66.087,"La Orchila"
11.844,-66.087,"La Orchila"
11.832,-66.087,"La Orchila"
11.819,-66.087,"La Orchila"
11.806,-66.087,"La Orchila"
11.793,-66.087,"La Orchila"
11.781,-66.087,"La Orchila"
11.768,-66.087,"La Orchila"
11.883,-66.074,"La Orchila"
11.87,-66.074,"La Orchila"
11.857,-66.074,"La Orchila"
11.844,-66.074,"La Orchila"
11.832,-66.074,"La Orchila"
11.819,-66.074,"La Orchila"
11.806,-66.074,"La Orchila"
11.793,-66.074,"La Orchila"
11.781,-66.074,"La Orchila"
11.768,-66.074,"La Orchila"
11.883,-66.062,"La Orchila"
11.87,-66.062,"La Orchila"
11.857,-66.062,"La Orchila"
11.844,-66.062,"La Orchila"
11.832,-66.062,"La Orchila"
11.819,-66.062,"La Orchila"
11.806,-66.062,"La Orchila"
11.793,-66.062,"La Orchila"
11.781,-66.062,"La Orchila"
11.768,-66.062,"La Orchila"
10.317,-64.804,"Mochima"
10.304,-64.804,"Mochima"
10.291,-64.804,"Mochima"
10.279,-64.804,"Mochima"
10.266,-64.804,"Mochima"
10.253,-64.804,"Mochima"
10.317,-64.791,"Mochima"
10.304,-64.791,"Mochima"
10.291,-64.791,"Mochima"
10.279,-64.791,"Mochima"
10.266,-64.791,"Mochima"
10.253,-64.791,"Mochima"
10.24,-64.791,"Mochima"
10.317,-64.778,"Mochima"
10.304,-64.778,"Mochima"
10.291,-64.778,"Mochima"
10.279,-64.778,"Mochima"
10.266,-64.778,"Mochima"
10.253,-64.778,"Mochima"
10.24,-64.778,"Mochima"
10.33,-64.765,"Mochima"
10.317,-64.765,"Mochima"
10.304,-64.765,"Mochima"
10.291,-64.765,"Mochima"
10.279,-64.765,"Mochima"
10.266,-64.765,"Mochima"
10.253,-64.765,"Mochima"
10.24,-64.765,"Mochima"
10.33,-64.753,"Mochima"
10.317,-64.753,"Mochima"
10.304,-64.753,"Mochima"
10.291,-64.753,"Mochima"
10.279,-64.753,"Mochima"
10.266,-64.753,"Mochima"
10.253,-64.753,"Mochima"
10.24,-64.753,"Mochima"
10.33,-64.74,"Mochima"
10.317,-64.74,"Mochima"
10.304,-64.74,"Mochima"
10.291,-64.74,"Mochima"
10.279,-64.74,"Mochima"
10.266,-64.74,"Mochima"
10.253,-64.74,"Mochima"
10.24,-64.74,"Mochima"
10.33,-64.727,"Mochima"
10.317,-64.727,"Mochima"
10.304,-64.727,"Mochima"
10.291,-64.727,"Mochima"
10.279,-64.727,"Mochima"
10.266,-64.727,"Mochima"
10.253,-64.727,"Mochima"
10.24,-64.727,"Mochima"
10.342,-64.715,"Mochima"
10.33,-64.715,"Mochima"
10.317,-64.715,"Mochima"
10.304,-64.715,"Mochima"
10.291,-64.715,"Mochima"
10.279,-64.715,"Mochima"
10.266,-64.715,"Mochima"
10.253,-64.715,"Mochima"
10.24,-64.715,"Mochima"
10.342,-64.702,"Mochima"
10.33,-64.702,"Mochima"
10.317,-64.702,"Mochima"
10.304,-64.702,"Mochima"
10.291,-64.702,"Mochima"
10.279,-64.702,"Mochima"
10.266,-64.702,"Mochima"
10.253,-64.702,"Mochima"
10.24,-64.702,"Mochima"
10.228,-64.702,"Mochima"
10.342,-64.689,"Mochima"
10.33,-64.689,"Mochima"
10.317,-64.689,"Mochima"
10.304,-64.689,"Mochima"
10.291,-64.689,"Mochima"
10.279,-64.689,"Mochima"
10.266,-64.689,"Mochima"
10.253,-64.689,"Mochima"
10.24,-64.689,"Mochima"
10.228,-64.689,"Mochima"
10.215,-64.689,"Mochima"
11.921,-64.676,"La Blanquilla"
11.908,-64.676,"La Blanquilla"
11.895,-64.676,"La Blanquilla"
11.883,-64.676,"La Blanquilla"
11.87,-64.676,"La Blanquilla"
11.857,-64.676,"La Blanquilla"
11.844,-64.676,"La Blanquilla"
11.832,-64.676,"La Blanquilla"
11.819,-64.676,"La Blanquilla"
11.806,-64.676,"La Blanquilla"
11.793,-64.676,"La Blanquilla"
11.781,-64.676,"La Blanquilla"
10.342,-64.676,"Mochima"
10.33,-64.676,"Mochima"
10.317,-64.676,"Mochima"
10.304,-64.676,"Mochima"
10.291,-64.676,"Mochima"
10.279,-64.676,"Mochima"
10.266,-64.676,"Mochima"
10.253,-64.676,"Mochima"
10.24,-64.676,"Mochima"
10.228,-64.676,"Mochima"
10.215,-64.676,"Mochima"
11.921,-64.664,"La Blanquilla"
11.908,-64.664,"La Blanquilla"
11.895,-64.664,"La Blanquilla"
11.883,-64.664,"La Blanquilla"
11.87,-64.664,"La Blanquilla"
11.857,-64.664,"La Blanquilla"
11.844,-64.664,"La Blanquilla"
11.832,-64.664,"La Blanquilla"
11.819,-64.664,"La Blanquilla"
11.806,-64.664,"La Blanquilla"
11.793,-64.664,"La Blanquilla"
11.781,-64.664,"La Blanquilla"
10.355,-64.664,"Mochima"
10.342,-64.664,"Mochima"
10.33,-64.664,"Mochima"
10.317,-64.664,"Mochima"
10.304,-64.664,"Mochima"
10.291,-64.664,"Mochima"
10.279,-64.664,"Mochima"
10.266,-64.664,"Mochima"
10.253,-64.664,"Mochima"
10.24,-64.664,"Mochima"
10.228,-64.664,"Mochima"
10.215,-64.664,"Mochima"
11.921,-64.651,"La Blanquilla"
11.908,-64.651,"La Blanquilla"
11.895,-64.651,"La Blanquilla"
11.883,-64.651,"La Blanquilla"
11.87,-64.651,"La Blanquilla"
11.857,-64.651,"La Blanquilla"
11.844,-64.651,"La Blanquilla"
11.832,-64.651,"La Blanquilla"
11.819,-64.651,"La Blanquilla"
11.806,-64.651,"La Blanquilla"
11.793,-64.651,"La Blanquilla"
11.781,-64.651,"La Blanquilla"
10.355,-64.651,"Mochima"
10.342,-64.651,"Mochima"
10.33,-64.651,"Mochima"
10.317,-64.651,"Mochima"
10.304,-64.651,"Mochima"
10.291,-64.651,"Mochima"
10.279,-64.651,"Mochima"
10.266,-64.651,"Mochima"
10.253,-64.651,"Mochima"
10.24,-64.651,"Mochima"
10.228,-64.651,"Mochima"
10.215,-64.651,"Mochima"
11.921,-64.638,"La Blanquilla"
11.908,-64.638,"La Blanquilla"
11.895,-64.638,"La Blanquilla"
11.883,-64.638,"La Blanquilla"
11.87,-64.638,"La Blanquilla"
11.857,-64.638,"La Blanquilla"
11.844,-64.638,"La Blanquilla"
11.832,-64.638,"La Blanquilla"
11.819,-64.638,"La Blanquilla"
11.806,-64.638,"La Blanquilla"
11.793,-64.638,"La Blanquilla"
11.781,-64.638,"La Blanquilla"
10.355,-64.638,"Mochima"
10.342,-64.638,"Mochima"
10.33,-64.638,"Mochima"
10.317,-64.638,"Mochima"
10.304,-64.638,"Mochima"
10.291,-64.638,"Mochima"
10.279,-64.638,"Mochima"
10.266,-64.638,"Mochima"
10.253,-64.638,"Mochima"
10.24,-64.638,"Mochima"
10.228,-64.638,"Mochima"
10.215,-64.638,"Mochima"
11.921,-64.626,"La Blanquilla"
11.908,-64.626,"La Blanquilla"
11.895,-64.626,"La Blanquilla"
11.883,-64.626,"La Blanquilla"
11.87,-64.626,"La Blanquilla"
11.857,-64.626,"La Blanquilla"
11.844,-64.626,"La Blanquilla"
11.832,-64.626,"La Blanquilla"
11.819,-64.626,"La Blanquilla"
11.806,-64.626,"La Blanquilla"
11.793,-64.626,"La Blanquilla"
11.781,-64.626,"La Blanquilla"
10.355,-64.626,"Mochima"
10.342,-64.626,"Mochima"
10.33,-64.626,"Mochima"
10.317,-64.626,"Mochima"
10.304,-64.626,"Mochima"
10.291,-64.626,"Mochima"
10.279,-64.626,"Mochima"
10.266,-64.626,"Mochima"
10.253,-64.626,"Mochima"
10.24,-64.626,"Mochima"
10.228,-64.626,"Mochima"
11.921,-64.613,"La Blanquilla"
11.908,-64.613,"La Blanquilla"
11.895,-64.613,"La Blanquilla"
11.883,-64.613,"La Blanquilla"
11.87,-64.613,"La Blanquilla"
11.857,-64.613,"La Blanquilla"
11.844,-64.613,"La Blanquilla"
11.832,-64.613,"La Blanquilla"
11.819,-64.613,"La Blanquilla"
11.806,-64.613,"La Blanquilla"
11.793,-64.613,"La Blanquilla"
11.781,-64.613,"La Blanquilla"
10.368,-64.613,"Mochima"
10.355,-64.613,"Mochima"
10.342,-64.613,"Mochima"
10.33,-64.613,"Mochima"
10.317,-64.613,"Mochima"
10.304,-64.613,"Mochima"
10.291,-64.613,"Mochima"
10.279,-64.613,"Mochima"
10.266,-64.613,"Mochima"
10.253,-64.613,"Mochima"
11.921,-64.6,"La Blanquilla"
11.908,-64.6,"La Blanquilla"
11.895,-64.6,"La Blanquilla"
11.883,-64.6,"La Blanquilla"
11.87,-64.6,"La Blanquilla"
11.857,-64.6,"La Blanquilla"
11.844,-64.6,"La Blanquilla"
11.832,-64.6,"La Blanquilla"
11.819,-64.6,"La Blanquilla"
11.806,-64.6,"La Blanquilla"
11.793,-64.6,"La Blanquilla"
11.781,-64.6,"La Blanquilla"
10.368,-64.6,"Mochima"
10.355,-64.6,"Mochima"
10.342,-64.6,"Mochima"
10.33,-64.6,"Mochima"
10.317,-64.6,"Mochima"
10.304,-64.6,"Mochima"
10.291,-64.6,"Mochima"
10.279,-64.6,"Mochima"
10.266,-64.6,"Mochima"
10.253,-64.6,"Mochima"
11.921,-64.587,"La Blanquilla"
11.908,-64.587,"La Blanquilla"
11.895,-64.587,"La Blanquilla"
11.883,-64.587,"La Blanquilla"
11.87,-64.587,"La Blanquilla"
11.857,-64.587,"La Blanquilla"
11.844,-64.587,"La Blanquilla"
11.832,-64.587,"La Blanquilla"
11.819,-64.587,"La Blanquilla"
11.806,-64.587,"La Blanquilla"
11.793,-64.587,"La Blanquilla"
11.781,-64.587,"La Blanquilla"
10.368,-64.587,"Mochima"
10.355,-64.587,"Mochima"
10.342,-64.587,"Mochima"
10.33,-64.587,"Mochima"
10.317,-64.587,"Mochima"
10.304,-64.587,"Mochima"
10.291,-64.587,"Mochima"
10.279,-64.587,"Mochima"
10.266,-64.587,"Mochima"
10.253,-64.587,"Mochima"
11.921,-64.575,"La Blanquilla"
11.908,-64.575,"La Blanquilla"
11.895,-64.575,"La Blanquilla"
11.883,-64.575,"La Blanquilla"
11.87,-64.575,"La Blanquilla"
11.857,-64.575,"La Blanquilla"
11.844,-64.575,"La Blanquilla"
11.832,-64.575,"La Blanquilla"
11.819,-64.575,"La Blanquilla"
11.806,-64.575,"La Blanquilla"
11.793,-64.575,"La Blanquilla"
11.781,-64.575,"La Blanquilla"
10.368,-64.575,"Mochima"
10.355,-64.575,"Mochima"
10.342,-64.575,"Mochima"
10.33,-64.575,"Mochima"
10.317,-64.575,"Mochima"
10.304,-64.575,"Mochima"
10.291,-64.575,"Mochima"
10.279,-64.575,"Mochima"
10.266,-64.575,"Mochima"
10.253,-64.575,"Mochima"
11.921,-64.562,"La Blanquilla"
11.908,-64.562,"La Blanquilla"
11.895,-64.562,"La Blanquilla"
11.883,-64.562,"La Blanquilla"
11.87,-64.562,"La Blanquilla"
11.857,-64.562,"La Blanquilla"
11.844,-64.562,"La Blanquilla"
11.832,-64.562,"La Blanquilla"
11.819,-64.562,"La Blanquilla"
11.806,-64.562,"La Blanquilla"
11.793,-64.562,"La Blanquilla"
11.781,-64.562,"La Blanquilla"
10.368,-64.562,"Mochima"
10.355,-64.562,"Mochima"
10.342,-64.562,"Mochima"
10.33,-64.562,"Mochima"
10.317,-64.562,"Mochima"
10.304,-64.562,"Mochima"
10.291,-64.562,"Mochima"
10.279,-64.562,"Mochima"
10.266,-64.562,"Mochima"
10.253,-64.562,"Mochima"
11.921,-64.549,"La Blanquilla"
11.908,-64.549,"La Blanquilla"
11.895,-64.549,"La Blanquilla"
11.883,-64.549,"La Blanquilla"
11.87,-64.549,"La Blanquilla"
11.857,-64.549,"La Blanquilla"
11.844,-64.549,"La Blanquilla"
11.832,-64.549,"La Blanquilla"
11.819,-64.549,"La Blanquilla"
11.806,-64.549,"La Blanquilla"
11.793,-64.549,"La Blanquilla"
11.781,-64.549,"La Blanquilla"
10.38,-64.549,"Mochima"
10.368,-64.549,"Mochima"
10.355,-64.549,"Mochima"
10.342,-64.549,"Mochima"
10.33,-64.549,"Mochima"
10.317,-64.549,"Mochima"
10.304,-64.549,"Mochima"
10.291,-64.549,"Mochima"
10.279,-64.549,"Mochima"
10.266,-64.549,"Mochima"
10.253,-64.549,"Mochima"
11.921,-64.537,"La Blanquilla"
11.908,-64.537,"La Blanquilla"
11.895,-64.537,"La Blanquilla"
11.883,-64.537,"La Blanquilla"
11.87,-64.537,"La Blanquilla"
11.857,-64.537,"La Blanquilla"
11.844,-64.537,"La Blanquilla"
11.832,-64.537,"La Blanquilla"
11.819,-64.537,"La Blanquilla"
11.806,-64.537,"La Blanquilla"
11.793,-64.537,"La Blanquilla"
11.781,-64.537,"La Blanquilla"
10.38,-64.537,"Mochima"
10.368,-64.537,"Mochima"
10.355,-64.537,"Mochima"
10.342,-64.537,"Mochima"
10.33,-64.537,"Mochima"
10.317,-64.537,"Mochima"
10.304,-64.537,"Mochima"
10.291,-64.537,"Mochima"
10.279,-64.537,"Mochima"
10.266,-64.537,"Mochima"
10.253,-64.537,"Mochima"
11.921,-64.524,"La Blanquilla"
11.908,-64.524,"La Blanquilla"
11.895,-64.524,"La Blanquilla"
11.883,-64.524,"La Blanquilla"
11.87,-64.524,"La Blanquilla"
11.857,-64.524,"La Blanquilla"
11.844,-64.524,"La Blanquilla"
11.832,-64.524,"La Blanquilla"
11.819,-64.524,"La Blanquilla"
11.806,-64.524,"La Blanquilla"
11.793,-64.524,"La Blanquilla"
11.781,-64.524,"La Blanquilla"
10.38,-64.524,"Mochima"
10.368,-64.524,"Mochima"
10.355,-64.524,"Mochima"
10.342,-64.524,"Mochima"
10.33,-64.524,"Mochima"
10.317,-64.524,"Mochima"
10.304,-64.524,"Mochima"
10.291,-64.524,"Mochima"
10.279,-64.524,"Mochima"
10.266,-64.524,"Mochima"
10.253,-64.524,"Mochima"
10.38,-64.511,"Mochima"
10.368,-64.511,"Mochima"
10.355,-64.511,"Mochima"
10.342,-64.511,"Mochima"
10.33,-64.511,"Mochima"
10.317,-64.511,"Mochima"
10.304,-64.511,"Mochima"
10.291,-64.511,"Mochima"
10.279,-64.511,"Mochima"
10.266,-64.511,"Mochima"
10.253,-64.511,"Mochima"
10.393,-64.499,"Mochima"
10.38,-64.499,"Mochima"
10.368,-64.499,"Mochima"
10.355,-64.499,"Mochima"
10.342,-64.499,"Mochima"
10.33,-64.499,"Mochima"
10.317,-64.499,"Mochima"
10.304,-64.499,"Mochima"
10.291,-64.499,"Mochima"
10.279,-64.499,"Mochima"
10.266,-64.499,"Mochima"
10.253,-64.499,"Mochima"
10.393,-64.486,"Mochima"
10.38,-64.486,"Mochima"
10.368,-64.486,"Mochima"
10.355,-64.486,"Mochima"
10.342,-64.486,"Mochima"
10.33,-64.486,"Mochima"
10.317,-64.486,"Mochima"
10.304,-64.486,"Mochima"
10.291,-64.486,"Mochima"
10.279,-64.486,"Mochima"
10.266,-64.486,"Mochima"
10.253,-64.486,"Mochima"
10.393,-64.473,"Mochima"
10.38,-64.473,"Mochima"
10.368,-64.473,"Mochima"
10.355,-64.473,"Mochima"
10.342,-64.473,"Mochima"
10.33,-64.473,"Mochima"
10.317,-64.473,"Mochima"
10.304,-64.473,"Mochima"
10.291,-64.473,"Mochima"
10.279,-64.473,"Mochima"
10.266,-64.473,"Mochima"
10.253,-64.473,"Mochima"
10.393,-64.46,"Mochima"
10.38,-64.46,"Mochima"
10.368,-64.46,"Mochima"
10.355,-64.46,"Mochima"
10.342,-64.46,"Mochima"
10.33,-64.46,"Mochima"
10.317,-64.46,"Mochima"
10.304,-64.46,"Mochima"
10.291,-64.46,"Mochima"
10.279,-64.46,"Mochima"
10.266,-64.46,"Mochima"
10.406,-64.448,"Mochima"
10.393,-64.448,"Mochima"
10.38,-64.448,"Mochima"
10.368,-64.448,"Mochima"
10.355,-64.448,"Mochima"
10.342,-64.448,"Mochima"
10.33,-64.448,"Mochima"
10.317,-64.448,"Mochima"
10.304,-64.448,"Mochima"
10.291,-64.448,"Mochima"
10.279,-64.448,"Mochima"
10.266,-64.448,"Mochima"
10.406,-64.435,"Mochima"
10.393,-64.435,"Mochima"
10.38,-64.435,"Mochima"
10.368,-64.435,"Mochima"
10.355,-64.435,"Mochima"
10.342,-64.435,"Mochima"
10.33,-64.435,"Mochima"
10.317,-64.435,"Mochima"
10.304,-64.435,"Mochima"
10.291,-64.435,"Mochima"
10.279,-64.435,"Mochima"
11.119,-64.422,"Margarita-Cubagua"
11.106,-64.422,"Margarita-Cubagua"
11.093,-64.422,"Margarita-Cubagua"
11.081,-64.422,"Margarita-Cubagua"
11.068,-64.422,"Margarita-Cubagua"
11.055,-64.422,"Margarita-Cubagua"
11.042,-64.422,"Margarita-Cubagua"
11.03,-64.422,"Margarita-Cubagua"
11.017,-64.422,"Margarita-Cubagua"
11.004,-64.422,"Margarita-Cubagua"
10.992,-64.422,"Margarita-Cubagua"
10.979,-64.422,"Margarita-Cubagua"
10.966,-64.422,"Margarita-Cubagua"
10.953,-64.422,"Margarita-Cubagua"
10.941,-64.422,"Margarita-Cubagua"
10.406,-64.422,"Mochima"
10.393,-64.422,"Mochima"
10.38,-64.422,"Mochima"
10.368,-64.422,"Mochima"
10.355,-64.422,"Mochima"
10.342,-64.422,"Mochima"
10.33,-64.422,"Mochima"
10.317,-64.422,"Mochima"
10.304,-64.422,"Mochima"
10.291,-64.422,"Mochima"
10.279,-64.422,"Mochima"
11.132,-64.41,"Margarita-Cubagua"
11.119,-64.41,"Margarita-Cubagua"
11.106,-64.41,"Margarita-Cubagua"
11.093,-64.41,"Margarita-Cubagua"
11.081,-64.41,"Margarita-Cubagua"
11.068,-64.41,"Margarita-Cubagua"
11.055,-64.41,"Margarita-Cubagua"
11.042,-64.41,"Margarita-Cubagua"
11.03,-64.41,"Margarita-Cubagua"
11.017,-64.41,"Margarita-Cubagua"
11.004,-64.41,"Margarita-Cubagua"
10.992,-64.41,"Margarita-Cubagua"
10.979,-64.41,"Margarita-Cubagua"
10.966,-64.41,"Margarita-Cubagua"
10.953,-64.41,"Margarita-Cubagua"
10.941,-64.41,"Margarita-Cubagua"
10.406,-64.41,"Mochima"
10.393,-64.41,"Mochima"
10.38,-64.41,"Mochima"
10.368,-64.41,"Mochima"
10.355,-64.41,"Mochima"
10.342,-64.41,"Mochima"
10.33,-64.41,"Mochima"
10.317,-64.41,"Mochima"
10.304,-64.41,"Mochima"
10.291,-64.41,"Mochima"
10.279,-64.41,"Mochima"
10.228,-64.41,"Mochima"
10.215,-64.41,"Mochima"
10.202,-64.41,"Mochima"
11.144,-64.397,"Margarita-Cubagua"
11.132,-64.397,"Margarita-Cubagua"
11.119,-64.397,"Margarita-Cubagua"
11.106,-64.397,"Margarita-Cubagua"
11.093,-64.397,"Margarita-Cubagua"
11.081,-64.397,"Margarita-Cubagua"
11.068,-64.397,"Margarita-Cubagua"
11.055,-64.397,"Margarita-Cubagua"
11.042,-64.397,"Margarita-Cubagua"
11.03,-64.397,"Margarita-Cubagua"
11.017,-64.397,"Margarita-Cubagua"
11.004,-64.397,"Margarita-Cubagua"
10.992,-64.397,"Margarita-Cubagua"
10.979,-64.397,"Margarita-Cubagua"
10.966,-64.397,"Margarita-Cubagua"
10.953,-64.397,"Margarita-Cubagua"
10.941,-64.397,"Margarita-Cubagua"
10.419,-64.397,"Mochima"
10.406,-64.397,"Mochima"
10.393,-64.397,"Mochima"
10.38,-64.397,"Mochima"
10.368,-64.397,"Mochima"
10.355,-64.397,"Mochima"
10.342,-64.397,"Mochima"
10.33,-64.397,"Mochima"
10.317,-64.397,"Mochima"
10.304,-64.397,"Mochima"
10.291,-64.397,"Mochima"
10.279,-64.397,"Mochima"
10.266,-64.397,"Mochima"
10.253,-64.397,"Mochima"
10.24,-64.397,"Mochima"
10.228,-64.397,"Mochima"
10.215,-64.397,"Mochima"
10.202,-64.397,"Mochima"
10.19,-64.397,"Mochima"
10.177,-64.397,"Mochima"
10.164,-64.397,"Mochima"
11.144,-64.384,"Margarita-Cubagua"
11.132,-64.384,"Margarita-Cubagua"
11.119,-64.384,"Margarita-Cubagua"
11.106,-64.384,"Margarita-Cubagua"
11.093,-64.384,"Margarita-Cubagua"
11.081,-64.384,"Margarita-Cubagua"
11.068,-64.384,"Margarita-Cubagua"
11.055,-64.384,"Margarita-Cubagua"
11.042,-64.384,"Margarita-Cubagua"
11.03,-64.384,"Margarita-Cubagua"
11.017,-64.384,"Margarita-Cubagua"
11.004,-64.384,"Margarita-Cubagua"
10.992,-64.384,"Margarita-Cubagua"
10.979,-64.384,"Margarita-Cubagua"
10.966,-64.384,"Margarita-Cubagua"
10.953,-64.384,"Margarita-Cubagua"
10.941,-64.384,"Margarita-Cubagua"
10.928,-64.384,"Margarita-Cubagua"
10.419,-64.384,"Mochima"
10.406,-64.384,"Mochima"
10.393,-64.384,"Mochima"
10.38,-64.384,"Mochima"
10.368,-64.384,"Mochima"
10.355,-64.384,"Mochima"
10.342,-64.384,"Mochima"
10.33,-64.384,"Mochima"
10.317,-64.384,"Mochima"
10.304,-64.384,"Mochima"
10.291,-64.384,"Mochima"
10.279,-64.384,"Mochima"
10.266,-64.384,"Mochima"
10.253,-64.384,"Mochima"
10.24,-64.384,"Mochima"
10.228,-64.384,"Mochima"
10.215,-64.384,"Mochima"
10.202,-64.384,"Mochima"
10.19,-64.384,"Mochima"
10.177,-64.384,"Mochima"
10.164,-64.384,"Mochima"
10.151,-64.384,"Mochima"
10.139,-64.384,"Mochima"
10.126,-64.384,"Mochima"
10.113,-64.384,"Mochima"
11.157,-64.371,"Margarita-Cubagua"
11.144,-64.371,"Margarita-Cubagua"
11.132,-64.371,"Margarita-Cubagua"
11.119,-64.371,"Margarita-Cubagua"
11.106,-64.371,"Margarita-Cubagua"
11.093,-64.371,"Margarita-Cubagua"
11.081,-64.371,"Margarita-Cubagua"
11.068,-64.371,"Margarita-Cubagua"
11.055,-64.371,"Margarita-Cubagua"
11.042,-64.371,"Margarita-Cubagua"
11.03,-64.371,"Margarita-Cubagua"
11.017,-64.371,"Margarita-Cubagua"
